round,client_id,participated,num_samples,update_norm_l2,update_norm_l1,update_norm_linf
29,6,1,50,67.58528137207031,167117.65625,0.43327590823173523
29,7,1,103,67.48143768310547,166875.8125,0.3980957865715027
29,9,1,204,67.47564697265625,166816.8125,0.4357573091983795
30,0,1,10,67.49407196044922,166932.53125,0.40013429522514343
30,1,1,34,67.4848861694336,166903.625,0.4043309986591339
30,10,1,144,67.39926147460938,166667.109375,0.4106857478618622
30,11,1,40,67.48948669433594,166907.84375,0.39790529012680054
30,12,1,108,67.44627380371094,166765.21875,0.4012531638145447
30,15,1,154,67.43612670898438,166759.84375,0.4037575125694275
30,2,1,152,67.42581176757812,166742.484375,0.4018402695655823
30,3,1,55,67.49246215820312,166902.515625,0.4109407365322113
30,4,1,117,67.46011352539062,166812.953125,0.3940718173980713
30,5,1,121,67.36588287353516,166594.265625,0.3964991271495819
30,8,1,120,67.4269027709961,166729.890625,0.4225653111934662
30,9,1,204,67.43936157226562,166739.859375,0.4174039959907532
31,0,1,10,67.4368896484375,166771.296875,0.40538716316223145
31,1,1,34,67.42676544189453,166741.640625,0.40278831124305725
31,10,1,144,67.37169647216797,166593.578125,0.4094032347202301
31,12,1,108,67.40689086914062,166665.71875,0.405111163854599
31,13,1,149,67.3089828491211,166402.09375,0.4236605763435364
31,14,1,8,67.426025390625,166751.046875,0.3980756103992462
31,2,1,152,67.36650085449219,166579.296875,0.4079957604408264
31,3,1,55,67.43904876708984,166750.421875,0.4041043221950531
31,5,1,121,67.307373046875,166431.578125,0.4021741449832916
31,7,1,103,67.37689208984375,166590.671875,0.4033750891685486
31,8,1,120,67.39109802246094,166636.8125,0.4202255606651306
31,9,1,204,67.3533706665039,166483.125,0.4286898672580719
32,1,1,34,67.36780548095703,166579.140625,0.4106878340244293
32,10,1,144,67.28665161132812,166353.53125,0.40898531675338745
32,12,1,108,67.31388092041016,166386.9375,0.4119568467140198
32,13,1,149,67.31388092041016,166426.78125,0.41438984870910645
32,15,1,154,67.28588104248047,166339.71875,0.4342203438282013
32,2,1,152,67.31214141845703,166424.78125,0.4125393331050873
32,3,1,55,67.38228607177734,166564.28125,0.4010884463787079
32,4,1,117,67.31543731689453,166379.390625,0.4226890802383423
32,5,1,121,67.28063201904297,166355.859375,0.40605106949806213
32,6,1,50,67.39698028564453,166614.75,0.434785932302475
32,8,1,120,67.31668090820312,166420.203125,0.43121352791786194
32,9,1,204,67.32368469238281,166420.671875,0.4233464300632477
33,0,1,10,67.30240631103516,166399.109375,0.4128956198692322
