round,client_id,participated,num_samples,update_norm_l2,update_norm_l1,update_norm_linf
1,0,1,298,0.999506413936615,839.0224609375,0.1826166808605194
1,1,1,1077,1.447109580039978,1311.064697265625,0.28465887904167175
1,10,1,4596,1.7344263792037964,1830.36572265625,0.49681052565574646
1,12,1,3437,1.5512605905532837,1211.8409423828125,0.28031641244888306
1,13,1,4750,2.3195018768310547,2372.548828125,0.4521007239818573
1,15,1,4923,2.0822176933288574,2077.575927734375,0.4891234040260315
1,2,1,4862,1.6982873678207397,1722.63671875,0.3864280879497528
1,4,1,3713,2.1232805252075195,1936.419921875,0.6070871949195862
1,5,1,3867,1.4259945154190063,1456.19775390625,0.2643028497695923
1,6,1,1600,1.8775711059570312,1803.7144775390625,0.5570164918899536
1,7,1,3271,1.973673701286316,1663.4476318359375,0.45840591192245483
1,8,1,3825,2.1578853130340576,2227.11669921875,0.5229173898696899
2,10,1,4596,1.367053508758545,1452.8326416015625,0.3045403063297272
2,11,1,1270,1.03653085231781,917.3674926757812,0.15857894718647003
2,12,1,3437,1.7153067588806152,1639.2769775390625,0.31606578826904297
2,14,1,248,0.8602492213249207,669.0848388671875,0.09992294758558273
2,15,1,4923,2.584261417388916,3438.246826171875,0.3525799810886383
2,2,1,4862,1.855173945426941,2150.044189453125,0.25327828526496887
2,3,1,1743,2.0242247581481934,2051.2626953125,0.3432976305484772
2,4,1,3713,2.0334694385528564,2057.07080078125,0.2781355679035187
2,5,1,3867,1.4370120763778687,1551.48779296875,0.2017013132572174
2,6,1,1600,1.9266060590744019,2051.410888671875,0.34307175874710083
2,8,1,3825,1.9961636066436768,2375.366455078125,0.23559194803237915
2,9,1,6520,3.023230791091919,3965.56201171875,0.3054187297821045
3,0,1,298,0.9631586670875549,788.3490600585938,0.14226913452148438
3,1,1,1077,1.6007171869277954,1643.2547607421875,0.40477699041366577
3,12,1,3437,1.8007489442825317,2048.122314453125,0.1661282479763031
3,13,1,4750,2.409461259841919,2814.432373046875,0.5441949963569641
3,14,1,248,1.0030783414840698,786.6463623046875,0.13478392362594604
3,15,1,4923,2.6484830379486084,3825.99169921875,0.238603413105011
3,3,1,1743,1.7677600383758545,1839.8853759765625,0.26048707962036133
3,5,1,3867,1.3199983835220337,1612.8311767578125,0.1752355545759201
3,6,1,1600,1.727650761604309,1807.134765625,0.26821863651275635
3,7,1,3271,1.722908616065979,1622.1214599609375,0.18736562132835388
